model,gameweek,target_gameweek,position,kendall_tau,ndcg,player_count,p_value
LSTM,5,6,ALL,0.5559474272565547,0.8785910725017432,661,1.5598737265255605e-78
LSTM,6,7,GK,0.5791853937442653,0.6959119334622316,70,7.547971558075098e-10
LSTM,6,7,DEF,0.46422571278716207,0.772754930510146,218,3.757764476535232e-19
LSTM,6,7,MID,0.5857820939291611,0.8680641376139971,303,6.960327211142433e-42
LSTM,6,7,FWD,0.571136573058639,0.6660775865603307,73,1.7928586586857027e-10
LSTM,6,7,ALL,0.5499445064308257,0.858222421162734,664,2.4788716058870623e-78
LSTM,7,8,GK,0.4604532030005989,0.740622074056663,70,8.193267390162931e-07
LSTM,7,8,DEF,0.4565067602812132,0.8840266705248069,219,1.1445472647332868e-18
LSTM,7,8,MID,0.5589613189232355,0.8551998429473623,303,4.3864223611166953e-38
LSTM,7,8,FWD,0.5791098358984746,0.7816320018073944,74,7.128494032946157e-11
LSTM,7,8,ALL,0.5253329326801963,0.89835819210678,666,8.463717150593393e-72
LSTM,8,9,GK,0.4450532033580175,0.5910126982019306,70,2.1869835235271556e-06
LSTM,8,9,DEF,0.5277306069684836,0.9320869145627526,219,2.701292839153743e-24
LSTM,8,9,MID,0.5363857732505073,0.7678919625261306,304,7.548644161539246e-35
LSTM,8,9,FWD,0.5792938025002939,0.8165008709494747,74,3.7685650403032145e-11
LSTM,8,9,ALL,0.5315746911975742,0.93959566632394,667,4.9777994398996727e-73
LSTM,9,10,GK,0.5341685028343075,0.682339489233107,72,1.1748160869698482e-08
LSTM,9,10,DEF,0.5288861147166046,0.752689243309824,220,1.2707773115307374e-24
LSTM,9,10,MID,0.5497632462632867,0.8828189260854472,304,1.3051263540992954e-36
LSTM,9,10,FWD,0.5920602465715087,0.6534558478952425,74,2.464782281012441e-11
LSTM,9,10,ALL,0.5653554552563225,0.8830461200510742,670,9.333866301977803e-83
LSTM,10,11,GK,0.5585797132097855,0.7790073752268034,72,1.8006526551186548e-09
LSTM,10,11,DEF,0.5252139295568922,0.8402967127451259,221,4.859708627440694e-24
LSTM,10,11,MID,0.5401255134453862,0.885797211738267,307,5.026547893950386e-36
LSTM,10,11,FWD,0.612104722597207,0.693452446855972,74,5.857856227534606e-12
LSTM,10,11,ALL,0.5487845311855951,0.8820195649081913,674,1.3785052932878358e-78
LSTM,11,12,GK,0.5523251199806412,0.7672663936605799,72,2.4040710826081875e-09
LSTM,11,12,DEF,0.42239546986878285,0.765066161845589,223,4.134402240200988e-16
LSTM,11,12,MID,0.4997089144386747,0.8610780728715212,308,1.940833037692546e-31
LSTM,11,12,FWD,0.6243979924021817,0.6482336361642055,75,1.477833533295725e-12
LSTM,11,12,ALL,0.500262404558915,0.8758793873572301,678,4.6575094383027655e-66
LSTM,12,13,GK,0.32741219898442764,0.8752052295215313,72,0.0004384984216975864
LSTM,12,13,DEF,0.42735642585914824,0.7910687994844189,226,5.4904901025036685e-17
LSTM,12,13,MID,0.584372401961168,0.802845506343223,311,3.2785156170373245e-42
LSTM,12,13,FWD,0.5740647433437535,0.6528768546087285,75,7.778325456694372e-11
LSTM,12,13,ALL,0.5145779653355353,0.8619991755203029,684,3.1008984175172584e-70
LSTM,13,14,GK,0.5012249231828241,0.764560823134114,72,7.791115762727787e-08
LSTM,13,14,DEF,0.433746949912853,0.8876251986365495,229,1.5823557653229342e-17
LSTM,13,14,MID,0.544784610689162,0.7829778918965988,314,3.2771595673940053e-37
LSTM,13,14,FWD,0.5375883812433861,0.6971420640327872,75,1.1773952772481694e-09
LSTM,13,14,ALL,0.5120187838025599,0.9235000624411431,690,4.840236336243728e-70
LSTM,14,15,GK,0.5994642592068475,0.8124026273383989,65,1.165740020474189e-09
LSTM,14,15,DEF,0.4986247907756124,0.7627805848886791,210,1.624148501437855e-20
LSTM,14,15,MID,0.5853253705726935,0.8237629100171562,288,3.570177232014218e-39
LSTM,14,15,FWD,0.6145945220848588,0.7616653972838706,67,4.336069897290496e-11
LSTM,14,15,ALL,0.5681106554502054,0.8239277065392616,630,7.637083935109201e-78
LSTM,15,16,GK,0.49532756849009557,0.8334401161229076,65,3.660107799963995e-07
LSTM,15,16,DEF,0.4498349315638464,0.8727130362005038,210,2.6563104267585836e-17
LSTM,15,16,MID,0.601948683058778,0.7306390247488274,288,1.8433170468079958e-41
LSTM,15,16,FWD,0.6462951247998417,0.8309980162235823,67,5.987363763336486e-12
LSTM,15,16,ALL,0.5500228125472321,0.8799932950531917,630,1.3666856591898773e-73
LSTM,16,17,GK,0.5181202898599007,0.6831459380195278,72,2.1108018964958107e-08
LSTM,16,17,DEF,0.41793038875124616,0.7854617026319803,234,6.483832864158384e-17
LSTM,16,17,MID,0.5875219925197167,0.8155273629996747,319,8.471901277224191e-44
LSTM,16,17,FWD,0.6330760590756614,0.8194520475495984,76,1.1479337541108559e-12
LSTM,16,17,ALL,0.529710463337191,0.8622321536167457,701,2.1344619937318462e-76
LSTM,17,18,GK,0.523467092873518,0.7679060095329785,72,1.2372634096833133e-08
LSTM,17,18,DEF,0.46861336566619327,0.8417194377760939,234,5.108906751217398e-21
LSTM,17,18,MID,0.5976638928901259,0.9084019430901142,319,4.6062539379236845e-45
LSTM,17,18,FWD,0.572625589150206,0.8853733769731549,76,1.1857276267366516e-10
LSTM,17,18,ALL,0.5529637201427675,0.9101423107892337,701,1.8560091286049163e-83
LSTM,18,19,GK,0.4669762785921843,0.6628397012862719,73,4.262678487702669e-07
LSTM,18,19,DEF,0.510382762122056,0.743273594591289,237,7.173759629265944e-24
LSTM,18,19,MID,0.5778844646128699,0.8239876777951757,319,3.4142508327190996e-42
LSTM,18,19,FWD,0.5853209141810066,0.7595928906888667,76,2.8094016531765818e-11
LSTM,18,19,ALL,0.5557939125930105,0.8125984214806613,705,3.1676520231656564e-83
LSTM,19,20,GK,0.549113454896699,0.7839734099398837,73,2.5036079076870216e-09
LSTM,19,20,DEF,0.42511938232689916,0.8446325547780836,239,2.020078236732334e-17
LSTM,19,20,MID,0.5852200353263947,0.8028120221537952,319,5.050742032439289e-43
LSTM,19,20,FWD,0.6190380313779074,0.8116367814375721,78,8.450221766397665e-13
LSTM,19,20,ALL,0.5353926148143993,0.906706965716011,709,8.75976884680091e-78
LSTM,20,21,GK,0.5972286692226848,0.7166444695233871,73,9.667129365558014e-11
LSTM,20,21,DEF,0.5263656517814059,0.7059914740599613,240,6.147537914777387e-26
LSTM,20,21,MID,0.6094682838220865,0.8336293580013917,320,3.067153734551066e-47
LSTM,20,21,FWD,0.5423877461910207,0.8915997900471828,78,8.276105282216748e-10
LSTM,20,21,ALL,0.5711920018776097,0.8550198279308097,711,7.792775560114883e-89
LSTM,21,22,GK,0.538708168686756,0.6635629110475773,75,3.733893070509198e-09
LSTM,21,22,DEF,0.4487650375180258,0.9010205629860903,246,1.1054763801876779e-19
LSTM,21,22,MID,0.5349491390537353,0.6863953475648104,323,6.840448499065208e-37
LSTM,21,22,FWD,0.585775928407772,0.6786837657908107,80,7.050232386664251e-12
LSTM,21,22,ALL,0.5202972023992063,0.8576144160598346,724,2.5529171386431703e-75
LSTM,22,23,GK,0.5204189786246208,0.819370888366489,76,8.827288148981336e-09
LSTM,22,23,DEF,0.5203682459349607,0.8010415870380023,247,1.8965584343425976e-26
LSTM,22,23,MID,0.5555661563157281,0.8605680202784044,326,1.3124602030387547e-39
LSTM,22,23,FWD,0.6294522312477129,0.7432821711606872,80,3.158713414084281e-13
LSTM,22,23,ALL,0.5493469306795774,0.8809985543387324,729,4.303817814131885e-84
LSTM,23,24,GK,0.45141336921368663,0.8431714203708958,77,4.761131403040377e-07
LSTM,23,24,DEF,0.458684120023489,0.8815560767135442,250,4.657671132912193e-21
LSTM,23,24,MID,0.5372693568339406,0.803834399539292,328,1.2645703079760294e-37
LSTM,23,24,FWD,0.5222604702629542,0.7235010777343555,81,1.1739208908029354e-09
LSTM,23,24,ALL,0.5024043829844997,0.9206655724333285,736,1.1908702932198001e-71
LSTM,24,25,GK,0.5577055123375922,0.7469447327525209,86,5.519570520046635e-11
LSTM,24,25,DEF,0.5031916696589706,0.9022768340093315,273,5.640682965071657e-27
LSTM,24,25,MID,0.5534335476573332,0.7562941180817783,359,1.5376620333473485e-43
LSTM,24,25,FWD,0.48820905302264317,0.6610257270411217,91,2.3413756731696283e-09
LSTM,24,25,ALL,0.5357044772385882,0.8872965076219842,809,1.1530981758501856e-88
LSTM,25,26,GK,0.5489933680931796,0.7342822025006933,90,4.1932507548320506e-11
LSTM,25,26,DEF,0.4644888549468182,0.8572099288176253,284,3.8411183339061166e-24
LSTM,25,26,MID,0.5947616026172308,0.8989273233952623,375,1.894214353083802e-52
LSTM,25,26,FWD,0.523986532750289,0.7467018679244162,87,4.2187216801258785e-10
LSTM,25,26,ALL,0.5435118063884135,0.9101636805891836,836,2.705090458496287e-94
LSTM,26,27,GK,0.5848564559412025,0.7279695394081547,81,2.575455584567108e-11
LSTM,26,27,DEF,0.5101755187449011,0.8884801505805663,259,1.2076172016657495e-26
LSTM,26,27,MID,0.5857137460324894,0.8369232938779992,339,9.918152565039785e-46
LSTM,26,27,FWD,0.5508269307537017,0.7515730258824583,84,1.056333988274205e-10
LSTM,26,27,ALL,0.5602529289318339,0.9140001683730925,763,1.898843468109791e-91
LSTM,27,28,GK,0.5427152200559245,0.7324622480666524,81,6.380727395283805e-10
LSTM,27,28,DEF,0.5287870074992481,0.763162099982554,259,2.304915496482953e-28
LSTM,27,28,MID,0.5942583718838754,0.8397064527563033,339,4.796704488464118e-47
LSTM,27,28,FWD,0.5006945214032986,0.6036381303629772,85,4.321969842233541e-09
LSTM,27,28,ALL,0.5597852367987529,0.8143966738360044,764,3.2583514245580143e-91
LSTM,28,29,GK,0.5481612620668933,0.6518475824317803,65,3.144781677947168e-08
LSTM,28,29,DEF,0.5253577710511255,0.7947898891824439,211,6.699898098651279e-23
LSTM,28,29,MID,0.592944595444518,0.7587019066063404,273,5.759530983945754e-38
LSTM,28,29,FWD,0.5256858986442392,0.6639732933662347,74,6.327268538936881e-09
LSTM,28,29,ALL,0.556591480867843,0.8442569808634395,623,1.7042043433810794e-73
LSTM,29,30,GK,0.5684925335338722,0.775578855698044,65,7.169228367050523e-09
LSTM,29,30,DEF,0.44823845772166787,0.7623645609218169,211,3.57278258419247e-17
LSTM,29,30,MID,0.5025148056983076,0.7012420256598362,273,2.4212245870656338e-27
LSTM,29,30,FWD,0.49009131652416243,0.6282555529192816,74,7.719547389038513e-08
LSTM,29,30,ALL,0.5057622814344532,0.739864647770174,623,1.1155445753238325e-60
RFReg,1,2,GK,0.5495057959639239,0.9427033716553787,66,1.2718212538639253e-08
RFReg,1,2,DEF,0.5544422498335416,0.881473307486444,203,4.450300079676204e-25
RFReg,1,2,MID,0.6132906317965919,0.8052044822386165,276,3.5565497802763846e-42
RFReg,1,2,FWD,0.6923370689951522,0.7555661445908048,71,5.0967385894163266e-14
RFReg,1,2,ALL,0.5993399167851197,0.8870929529019826,616,1.698219590764868e-86
RFReg,2,3,GK,0.500764318085918,0.8891662771415193,67,1.71981312110899e-07
RFReg,2,3,DEF,0.5698174209791348,0.7874468420097054,205,4.1598080489889954e-26
RFReg,2,3,MID,0.5670287468996571,0.9177773558070013,283,1.1255452167824444e-36
RFReg,2,3,FWD,0.6972636270208254,0.910701880184029,72,1.3348439343195188e-14
RFReg,2,3,ALL,0.5728916028460782,0.9381614946702485,627,1.1574135286571169e-79
RFReg,3,4,GK,0.5472945333973025,0.7030498726755112,69,6.989250499696891e-09
RFReg,3,4,DEF,0.5534265771828568,0.8657704668030656,210,9.165098534320496e-26
RFReg,3,4,MID,0.5442442992826735,0.7527671752189846,296,3.4336485117509263e-35
RFReg,3,4,FWD,0.49271151054917145,0.8077582294593983,73,4.524170807780009e-08
RFReg,3,4,ALL,0.5485398885495476,0.8875853638802835,648,6.062909236480967e-76
RFReg,4,5,GK,0.517923534558539,0.6792790964199475,69,4.40690075813212e-08
RFReg,4,5,DEF,0.5662191869620959,0.7714631069777304,215,4.960480823824501e-27
RFReg,4,5,MID,0.5494907618844491,0.9040617804812559,302,1.1237923865286841e-36
RFReg,4,5,FWD,0.6323631730993255,0.8153001795112761,73,1.6690862976356611e-12
RFReg,4,5,ALL,0.5702414412329203,0.915421774300349,659,6.597199546464346e-83
RFReg,5,6,GK,0.6061654568329132,0.8583398257017869,70,1.8233701478202124e-10
RFReg,5,6,DEF,0.44192740888886517,0.7458265819313562,215,5.293677887873689e-17
RFReg,5,6,MID,0.6212514870515359,0.8829652460927225,303,2.079663474110657e-46
RFReg,5,6,FWD,0.611141129346508,0.6458534217976326,73,1.2785895389576934e-11
RFReg,5,6,ALL,0.5696288857496361,0.8715013811069771,661,2.3716243585314726e-82
RFReg,6,7,GK,0.5426017330041327,0.7069229469558299,70,8.200022745764584e-09
RFReg,6,7,DEF,0.5171226486062332,0.820832189880956,218,2.2129857401159316e-23
RFReg,6,7,MID,0.5953642501877402,0.8516419254480297,303,3.3022116780714788e-43
RFReg,6,7,FWD,0.6330613057505681,0.7059816918627928,73,1.553260582732132e-12
RFReg,6,7,ALL,0.5792506967974228,0.8451683434888279,664,1.0735643228583096e-86
RFReg,7,8,GK,0.517852035287508,0.7837758003634934,70,2.9704870672462714e-08
RFReg,7,8,DEF,0.4668583874984742,0.8471572969997827,219,1.8808072172371868e-19
RFReg,7,8,MID,0.5745337888713679,0.8664272167030308,303,3.874296738402164e-40
RFReg,7,8,FWD,0.6582654615436707,0.793851288898959,74,1.274170092242079e-13
RFReg,7,8,ALL,0.5522173605326673,0.8999720918330868,666,3.8740040585035846e-79
RFReg,8,9,GK,0.5465090686917864,0.6943258775696944,70,6.111956940833235e-09
RFReg,8,9,DEF,0.5218969421217491,0.940006470041076,219,8.513306573429025e-24
RFReg,8,9,MID,0.554135423535633,0.8138309368913054,304,4.450447401397654e-37
RFReg,8,9,FWD,0.6237181738576784,0.825812408778464,74,1.0790592269545082e-12
RFReg,8,9,ALL,0.5563761659796765,0.9497560958617505,667,7.99854401230015e-80
RFReg,9,10,GK,0.5735734190663968,0.7871093135045595,72,9.387599803133303e-10
RFReg,9,10,DEF,0.5352627181292433,0.697434998840396,220,3.5177333783569534e-25
RFReg,9,10,MID,0.5632314721900438,0.8748797409626561,304,2.4275001933786823e-38
RFReg,9,10,FWD,0.6185567699520238,0.6627430028685425,74,3.0762760708908002e-12
RFReg,9,10,ALL,0.5768052059806523,0.8773750133751865,670,4.6056363598659244e-86
RFReg,10,11,GK,0.5727146792283059,0.8249697023954804,72,7.008596185069901e-10
RFReg,10,11,DEF,0.5086494483259246,0.8273593119083252,221,1.1991728496994229e-22
RFReg,10,11,MID,0.5732823573975253,0.8414027876215133,307,2.293973262556708e-40
RFReg,10,11,FWD,0.6427324791362873,0.7076991028049029,74,4.920719926569684e-13
RFReg,10,11,ALL,0.5663820548799613,0.852912927810329,674,1.3871009080108899e-83
RFReg,11,12,GK,0.5640756242595968,0.7624485189456393,72,1.1035033351831926e-09
RFReg,11,12,DEF,0.43149929329103914,0.7451531194330926,223,9.579729727719856e-17
RFReg,11,12,MID,0.5117969726886967,0.8715518750404673,308,6.778207228740724e-33
RFReg,11,12,FWD,0.6452692344880486,0.6988689042500308,75,2.61056304886849e-13
RFReg,11,12,ALL,0.5180098924013825,0.8821836795329754,678,1.0766117055391932e-70
RFReg,12,13,GK,0.34898930489661295,0.7959423045578616,72,0.00017913718093519516
RFReg,12,13,DEF,0.4461617618132984,0.8032692427865044,226,2.2451263288875854e-18
RFReg,12,13,MID,0.5988592876243115,0.8101509546717303,311,3.0533893766736855e-44
RFReg,12,13,FWD,0.6191067462830326,0.6548231600792922,75,2.296122490853697e-12
RFReg,12,13,ALL,0.5359104068916453,0.8587884957701932,684,5.078807148502953e-76
RFReg,13,14,GK,0.47137539010331486,0.7075261950246381,72,4.3940478966786196e-07
RFReg,13,14,DEF,0.4606883953976828,0.8814810555696759,229,1.4267373323263339e-19
RFReg,13,14,MID,0.5803183999236251,0.789415853338208,314,5.4472680605083407e-42
RFReg,13,14,FWD,0.5683831330331055,0.6962144039506164,75,1.2613294068496257e-10
RFReg,13,14,ALL,0.537065276511459,0.9239318321570672,690,7.11757538236326e-77
RFReg,14,15,GK,0.5910500931254119,0.7663085392215057,65,2.0132328654891275e-09
RFReg,14,15,DEF,0.5049899531962168,0.749307820658781,210,5.300081309255359e-21
RFReg,14,15,MID,0.6043745099876664,0.8322366366022351,288,1.1919469091486255e-41
RFReg,14,15,FWD,0.650811699279145,0.8027113043342636,67,2.9396805417626266e-12
RFReg,14,15,ALL,0.5853725691264219,0.8330918267437756,630,1.5768791595312088e-82
RFReg,15,16,GK,0.5410559314516433,0.8214066204000666,65,2.8109582434205683e-08
RFReg,15,16,DEF,0.46817571046654405,0.8705334617509312,210,1.3000536690909275e-18
RFReg,15,16,MID,0.6173925458432085,0.7530825419146521,288,1.5909001128728192e-43
RFReg,15,16,FWD,0.638481539525923,0.7772277983016614,67,1.0698879888131917e-11
RFReg,15,16,ALL,0.5659286603679005,0.8845261306509891,630,8.484317429605905e-78
RFReg,16,17,GK,0.532076391943669,0.7506635901581991,72,8.737350203890826e-09
RFReg,16,17,DEF,0.4305816754057256,0.7720058556829209,234,7.36837769473557e-18
RFReg,16,17,MID,0.6004743054166738,0.8023678379706185,319,1.1345366863296954e-45
RFReg,16,17,FWD,0.6411521533799577,0.6938391587119713,76,5.924227349732849e-13
RFReg,16,17,ALL,0.5427492106732169,0.8603213122699512,701,4.131488557884909e-80
RFReg,17,18,GK,0.5829660650756264,0.8713967924646314,72,2.2889602126143323e-10
RFReg,17,18,DEF,0.5537988316399582,0.8963417529938256,234,1.0378438321690658e-28
RFReg,17,18,MID,0.5997667934215287,0.9038192498297842,319,2.280832736658065e-45
RFReg,17,18,FWD,0.5780065657123066,0.9011400205577028,76,7.942994947346997e-11
RFReg,17,18,ALL,0.5848829898775887,0.9218239543384359,701,3.8237370773181145e-93
RFReg,18,19,GK,0.5176498235953532,0.6812612324880801,73,2.087892703761364e-08
RFReg,18,19,DEF,0.517490343509868,0.7296910268222844,237,1.705116782724472e-24
RFReg,18,19,MID,0.591472545570527,0.8119869250383793,319,4.064924220597158e-44
RFReg,18,19,FWD,0.623600456857483,0.7854822859273891,76,1.3262526933954827e-12
RFReg,18,19,ALL,0.5661191077801193,0.8201947842387901,705,2.827239030145524e-86
RFReg,19,20,GK,0.5346468696710309,0.7797247733756809,73,6.509402451550776e-09
RFReg,19,20,DEF,0.44084310806306537,0.8474165663381963,239,1.2883061855614682e-18
RFReg,19,20,MID,0.5942199780932137,0.8017069142924967,319,2.6560978906682924e-44
RFReg,19,20,FWD,0.6745980422316513,0.8293387359576385,78,6.405120138838071e-15
RFReg,19,20,ALL,0.5509995724085099,0.9064037192717808,709,2.840894053788146e-82
RFReg,20,21,GK,0.5883084024632874,0.6892542738009223,73,1.8526744899440665e-10
RFReg,20,21,DEF,0.5609382622312704,0.6976178827141226,240,3.11509656791504e-29
RFReg,20,21,MID,0.6075791355889708,0.8351266521918828,320,5.863798375218672e-47
RFReg,20,21,FWD,0.5553635295927197,0.8873618732899442,78,3.2487361370084115e-10
RFReg,20,21,ALL,0.5833649901457407,0.866835490397806,711,1.4064544429111342e-92
RFReg,21,22,GK,0.5388052594631929,0.627745772572988,75,3.7328563748459355e-09
RFReg,21,22,DEF,0.48153433970537196,0.8740473765311665,246,2.0170372471974669e-22
RFReg,21,22,MID,0.5657640699873624,0.6847903223820467,323,4.648451904999362e-41
RFReg,21,22,FWD,0.6062465925725599,0.7086616778369789,80,1.281905027436732e-12
RFReg,21,22,ALL,0.5446070706702225,0.8604196249058619,724,2.4251205132320882e-82
RFReg,22,23,GK,0.5464063392759857,0.8094852353111679,76,1.5795524590523387e-09
RFReg,22,23,DEF,0.5456232872105731,0.8269910594729863,247,6.495693615468798e-29
RFReg,22,23,MID,0.5627502014405006,0.8595378984680426,326,1.3559953267117963e-40
RFReg,22,23,FWD,0.6834961096881731,0.8628624481944815,80,2.509717497293057e-15
RFReg,22,23,ALL,0.570728740952504,0.8890906425940742,729,1.2959533501971112e-90
RFReg,23,24,GK,0.45253564425937826,0.8472268323450829,77,4.478855345356058e-07
RFReg,23,24,DEF,0.4810672899706214,0.9082141293908814,250,5.2820231821974374e-23
RFReg,23,24,MID,0.5628871870591811,0.8038031695350893,328,3.956765992505328e-41
RFReg,23,24,FWD,0.5901902942451288,0.7540706057752551,81,6.195759421421284e-12
RFReg,23,24,ALL,0.5319075567373082,0.9245808551827044,736,4.370399433949714e-80
RFReg,24,25,GK,0.5375877670094178,0.7324669940447815,86,2.64901743676064e-10
RFReg,24,25,DEF,0.5377106542299189,0.9099055086024063,273,1.4419331362358513e-30
RFReg,24,25,MID,0.571374119028547,0.7642279751014966,359,2.717704237503322e-46
RFReg,24,25,FWD,0.5184855834426522,0.7063341702872056,91,2.2603254410299886e-10
RFReg,24,25,ALL,0.5575051695989164,0.8917938379893,809,7.218144745846737e-96
RFReg,25,26,GK,0.5372078524664823,0.6876898449826271,90,1.0956375571727693e-10
RFReg,25,26,DEF,0.46839183989240535,0.8725380749070787,284,1.6011304703721824e-24
RFReg,25,26,MID,0.6026555943707315,0.9110254455347654,375,8.407676724278514e-54
RFReg,25,26,FWD,0.5720376995090491,0.7242363308014339,87,9.201929768042983e-12
RFReg,25,26,ALL,0.5565185941680344,0.9172273596043629,836,9.11104947883463e-99
RFReg,26,27,GK,0.5839986826554946,0.7792819602366161,81,2.7713298081027638e-11
RFReg,26,27,DEF,0.5284164311469535,0.895144040170165,259,1.8311152628761643e-28
RFReg,26,27,MID,0.6023597214469686,0.8416011339592531,339,2.898791577265759e-48
RFReg,26,27,FWD,0.553954408004255,0.7151786057555393,84,8.285052069709104e-11
RFReg,26,27,ALL,0.5757547548191572,0.9142410904711091,763,1.8032050575136432e-96
RFReg,27,28,GK,0.541849212283599,0.7871913915347644,81,6.83117194920249e-10
RFReg,27,28,DEF,0.5647908829816101,0.7443297871504337,259,4.018031535601318e-32
RFReg,27,28,MID,0.6123694381424216,0.8472744730870547,339,7.578450579401602e-50
RFReg,27,28,FWD,0.5408761431052155,0.6014237458445167,85,2.2597436283392528e-10
RFReg,27,28,ALL,0.5833147374734473,0.8098705674657575,764,7.069896665916522e-99
RFReg,28,29,GK,0.5623920440251359,0.700118049938294,65,1.382618310385159e-08
RFReg,28,29,DEF,0.5398334784612908,0.8300866538095308,211,4.334326245985746e-24
RFReg,28,29,MID,0.5992949192421465,0.7174018366226997,273,9.548908052122672e-39
RFReg,28,29,FWD,0.5874141670456461,0.7255832788931611,74,8.591929864574933e-11
RFReg,28,29,ALL,0.5788522693260807,0.8343471271967383,623,2.4470739645611878e-79
RFReg,29,30,GK,0.5582905262390826,0.7395309821439202,65,1.3331326455076809e-08
RFReg,29,30,DEF,0.5184915046787142,0.7556292831963551,211,1.9042733977698809e-22
RFReg,29,30,MID,0.5237812155412358,0.7503006774988148,273,1.459134776029672e-29
RFReg,29,30,FWD,0.5693401251536014,0.6944854920926578,74,4.306854889069823e-10
RFReg,29,30,ALL,0.5399860122487031,0.758075478110007,623,6.537655790716561e-69
Ridge,1,2,GK,0.5633451682321267,0.8622620495351413,66,5.15439497928387e-09
Ridge,1,2,DEF,0.503139343773136,0.8813842457360483,203,6.175514877036198e-21
Ridge,1,2,MID,0.6062104082827441,0.8246766577238134,276,3.007195989951545e-41
Ridge,1,2,FWD,0.6881319793409367,0.8432401597112964,71,7.148200922164497e-14
Ridge,1,2,ALL,0.5829958630726371,0.9078366931283856,616,5.988248658427842e-82
Ridge,2,3,GK,0.4487504457024109,0.7924280879002977,67,2.7944865108903397e-06
Ridge,2,3,DEF,0.5573450224941837,0.8475919300312713,205,4.772043184026587e-25
Ridge,2,3,MID,0.5740620376011498,0.9152519131027251,283,1.5092786837802144e-37
Ridge,2,3,FWD,0.6853019922470587,0.9185621012376415,72,3.7233111405938865e-14
Ridge,2,3,ALL,0.5698942892844563,0.9298299101364398,627,7.495873063928934e-79
Ridge,3,4,GK,0.5322037957694268,0.6656623539554123,69,1.7746782270213992e-08
Ridge,3,4,DEF,0.5269385711997007,0.8242751520970266,210,1.6500435618894916e-23
Ridge,3,4,MID,0.5241072819320042,0.7510399729894278,296,9.25330394975925e-33
Ridge,3,4,FWD,0.5023160234253736,0.7913737397147564,73,2.4657337303266404e-08
Ridge,3,4,ALL,0.5333573592191971,0.8747343567128815,648,6.684475421017803e-72
Ridge,4,5,GK,0.5089598501251387,0.5840462488534339,69,7.400343552369318e-08
Ridge,4,5,DEF,0.5505873802421942,0.8564878686646024,215,1.1941382597968142e-25
Ridge,4,5,MID,0.5479790954143405,0.898353669033894,302,1.74897029110654e-36
Ridge,4,5,FWD,0.6323631730993255,0.8443058836010728,73,1.6690862976356611e-12
Ridge,4,5,ALL,0.5613871415212757,0.9126016598373938,659,2.063700346560078e-80
Ridge,5,6,GK,0.6009631122781431,0.7715204782105908,70,2.560241097481175e-10
Ridge,5,6,DEF,0.41656606120792733,0.7607353381132954,215,2.809938442793781e-15
Ridge,5,6,MID,0.6193926452437305,0.883974507663717,303,3.8436168493039716e-46
Ridge,5,6,FWD,0.6398332011468136,0.7110021009340081,73,1.3515253009953745e-12
Ridge,5,6,ALL,0.5619385048431463,0.8859374277180414,661,3.4057980171570664e-80
Ridge,6,7,GK,0.5534981851515945,0.7017704102249871,70,4.07270920886043e-09
Ridge,6,7,DEF,0.45937682700374716,0.8044925710571615,218,8.716726923285093e-19
Ridge,6,7,MID,0.6015582406974295,0.8555378532772252,303,4.484991871405762e-44
Ridge,6,7,FWD,0.5997172189164524,0.6799386945696001,73,2.1233127642585636e-11
Ridge,6,7,ALL,0.5639957299985042,0.8441119356175931,664,2.741612884087039e-82
Ridge,7,8,GK,0.4711752698233812,0.8379640286492381,70,4.522833507082361e-07
Ridge,7,8,DEF,0.44702684904014245,0.8605146290356152,219,5.778574667978454e-18
Ridge,7,8,MID,0.5685280240108254,0.8592138859530012,303,2.4374053092552203e-39
Ridge,7,8,FWD,0.6246015747750241,0.7765626917852788,74,2.0661975163906234e-12
Ridge,7,8,ALL,0.5418049286461175,0.9008045307646074,666,2.9751865759958737e-76
Ridge,8,9,GK,0.5207549828043744,0.6715180758752047,70,3.011076426288594e-08
Ridge,8,9,DEF,0.5203845104948179,0.9554440318892871,219,1.1440849220241402e-23
Ridge,8,9,MID,0.5355740514386875,0.822719986748331,304,9.50850909414828e-35
Ridge,8,9,FWD,0.5961750636161001,0.778113652311651,74,1.00622062649041e-11
Ridge,8,9,ALL,0.5427736845734965,0.9519899644423608,667,4.6473468779998873e-76
Ridge,9,10,GK,0.5884707152771321,0.8238611123947704,72,3.318272540838503e-10
Ridge,9,10,DEF,0.507737046731353,0.743975152456789,220,8.075096364726422e-23
Ridge,9,10,MID,0.5565784931177903,0.882873708337787,304,1.7585451617660252e-37
Ridge,9,10,FWD,0.6340892146923257,0.7114624977731755,74,8.720736994102339e-13
Ridge,9,10,ALL,0.5679668230722249,0.890293667822991,670,1.6647416700576354e-83
Ridge,10,11,GK,0.5410510611216123,0.7629006595333591,72,5.674133412108559e-09
Ridge,10,11,DEF,0.5085404714757209,0.8182083280369967,221,1.2243246796692231e-22
Ridge,10,11,MID,0.5666614979078747,0.8650101897253358,307,1.7691602289838405e-39
Ridge,10,11,FWD,0.5553532913630289,0.6478292973747858,74,4.24072928486498e-10
Ridge,10,11,ALL,0.5552383726455976,0.8611722904020783,674,2.112260760506567e-80
Ridge,11,12,GK,0.5337008798969947,0.8069457465859711,72,8.088128474472831e-09
Ridge,11,12,DEF,0.399361699764279,0.7680399027460176,223,1.4602241809571504e-14
