timestamp,position,algorithm,params,mae,mse,rmse,r2,acc,f1
20250322_165840,GK,GradientBoosting,"{'n_estimators': 700, 'max_depth': 3, 'learning_rate': 0.019419544016611983, 'subsample': 0.7702357857455315, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",0.728923108284283,2.8053674821465022,1.6749231272349494,0.4209013501858029,,
20250322_165840,GK,RandomForest,"{'n_estimators': 600, 'max_depth': 5, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'criterion': 'absolute_error'}",0.6361498649864987,3.2179300592559255,1.793858985331881,0.3357380220698266,,
20250322_165840,GK,XGBoost,"{'max_depth': 5, 'learning_rate': 0.041660803296405584, 'n_estimators': 200, 'min_child_weight': 7, 'subsample': 0.7861983364153512, 'colsample_bytree': 0.8559370287924123, 'gamma': 3.4904832000270076, 'reg_alpha': 0.00022662457760168567, 'reg_lambda': 0.8927755344760365}",0.7313865776275201,2.8532868204591586,1.689167493311175,0.41100958937605103,,
20250322_165840,GK,Ridge,"{'alpha': 81.14648576555614, 'fit_intercept': True, 'solver': 'sag'}",0.7855403944771652,2.8503618764061884,1.688301476752949,0.4116133716479411,,
20250322_165840,GK,DeepLearning,Regularized Feedforward NN,0.7092698293794232,2.8597528605072107,1.6910803826273932,0.40967483552105644,,
20250322_165840,GK,LSTM,"Advanced Bidirectional LSTM with attention, lookback=5",0.7724645094967822,2.9302223299517784,1.7117892189027768,0.3951281585284053,,
20250322_165840,GK,RFClf_played_next,"(200, 20, 2, 2, 'balanced')",,,,,0.9594959495949595,0.9220103986135182
20250322_165840,GK,RFClf_started_next,"(200, 5, 5, 2, None)",,,,,0.959045904590459,0.9201053555750659
20250322_165840,DEF,GradientBoosting,"{'n_estimators': 450, 'max_depth': 9, 'learning_rate': 0.021826306732276226, 'subsample': 0.7486227209707547, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",1.1174613209618727,3.9725473236490956,1.9931250145560604,0.2563783231229164,,
20250322_165840,DEF,RandomForest,"{'n_estimators': 500, 'max_depth': 9, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True, 'criterion': 'absolute_error'}",0.9500203127283354,4.646733763700132,2.1556283918384755,0.13017727119484956,,
20250322_165840,DEF,XGBoost,"{'max_depth': 10, 'learning_rate': 0.0133941836422087, 'n_estimators': 550, 'min_child_weight': 10, 'subsample': 0.7123309056025083, 'colsample_bytree': 0.6950903155275229, 'gamma': 2.327122497128113, 'reg_alpha': 0.030024004808749012, 'reg_lambda': 7.676375188123143e-06}",1.1155470159575216,3.9689584574333088,1.9922244997573213,0.2570501234807331,,
20250322_165840,DEF,Ridge,"{'alpha': 81.14648576555614, 'fit_intercept': True, 'solver': 'sag'}",1.1952734635962894,4.001806826865042,2.0004516557180385,0.2509012327138218,,
20250322_165840,DEF,DeepLearning,Regularized Feedforward NN,1.1258850450401992,4.035970568911636,2.0089725157183302,0.24450611716721893,,
20250322_165840,DEF,LSTM,"Advanced Bidirectional LSTM with attention, lookback=5",1.1454244654777541,4.064504563268756,2.016061646693562,0.239164834860643,,
20250322_165840,DEF,RFClf_played_next,"(300, 10, 2, 1, 'balanced')",,,,,0.8465585269618588,0.8141592920353983
20250322_165840,DEF,RFClf_started_next,"(300, 10, 2, 2, 'balanced')",,,,,0.8556188806079205,0.7994315874949249
20250322_165840,MID,GradientBoosting,"{'n_estimators': 650, 'max_depth': 8, 'learning_rate': 0.014680329922875986, 'subsample': 0.848124538151739, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'sqrt'}",1.0188298808760259,4.178348472255843,2.0441008958111246,0.2986163288009348,,
20250322_165840,MID,RandomForest,"{'n_estimators': 400, 'max_depth': 10, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': True, 'criterion': 'absolute_error'}",0.8923267014764135,4.7378077603604005,2.17665058297385,0.20470467639025391,,
20250322_165840,MID,XGBoost,"{'max_depth': 4, 'learning_rate': 0.01049759572329127, 'n_estimators': 700, 'min_child_weight': 8, 'subsample': 0.9814532692105566, 'colsample_bytree': 0.6052882361183893, 'gamma': 4.088744360129936, 'reg_alpha': 0.009244247794295717, 'reg_lambda': 1.8939579042533454e-07}",1.0146598742913957,4.143655718028814,2.0355971404059336,0.3044399051458305,,
20250322_165840,MID,Ridge,"{'alpha': 0.00011174192704409476, 'fit_intercept': True, 'solver': 'auto'}",1.0665881662818022,4.311982289980113,2.0765313120634885,0.2761843611720616,,
20250322_165840,MID,DeepLearning,Regularized Feedforward NN,1.0143497317668098,4.267933464420902,2.065897738132481,0.28357846130226116,,
20250322_165840,MID,LSTM,"Advanced Bidirectional LSTM with attention, lookback=7",1.0323028738523585,4.245336990427009,2.0604215564847426,0.2873715383974883,,
20250322_165840,MID,RFClf_played_next,"(100, 20, 10, 4, 'balanced')",,,,,0.8534389629096147,0.8395743003547497
20250322_165840,MID,RFClf_started_next,"(100, 10, 2, 2, 'balanced')",,,,,0.854639299003721,0.7783269265971078
20250322_165840,FWD,GradientBoosting,"{'n_estimators': 150, 'max_depth': 8, 'learning_rate': 0.029139057824133195, 'subsample': 0.685052145172123, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",1.1555248592234224,4.949220180557824,2.2246842878390236,0.30898871963640506,,
20250322_165840,FWD,RandomForest,"{'n_estimators': 500, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True, 'criterion': 'absolute_error'}",0.9975133772780149,5.629866036060489,2.372733873838465,0.2139567859324455,,
