timestamp,position,algorithm,params,mae,mse,rmse,r2,acc,f1
20250220_012026,GK,RandomForest,"(200, 10, 10, 4)",0.7313353644594205,2.8310303906833822,1.6825666080971007,0.41560387818664735,,
20250220_012026,GK,XGBoost,"(3, 0.1, 100, 1.0)",0.7308836066869064,2.8291969940317836,1.6820216984426162,0.4159823375265632,,
20250220_012026,GK,LinearRegression,default,0.7897990419756258,2.8590567271732237,1.690874545072231,0.4098185350101138,,
20250220_012026,GK,SVM,"('linear', 1.0, 0.01)",0.6402945615352834,3.3219734054290435,1.8226281588489308,0.3142608495872744,,
20250220_012026,GK,FeedForward_Keras,"{'num_layers': 2, 'units_0': 192, 'dropout_0': 0.30000000000000004, 'learning_rate': 0.001, 'units_1': 224, 'dropout_1': 0.0, 'units_2': 192, 'dropout_2': 0.1, 'units_3': 160, 'dropout_3': 0.0, 'units_4': 96, 'dropout_4': 0.4, 'units_5': 64, 'dropout_5': 0.4}",0.7364754313644958,2.8697989309092713,1.694048089904555,0.40760107304865456,,
20250220_012026,GK,LSTM,"1-layer LSTM(64), epochs=20",0.726481195398406,2.8766080444757653,1.6960566159405661,0.4061955001610088,,
20250220_012026,GK,RFClf_played_next,"(50, 5, 5, 2)",,,,,0.9608460846084609,0.9242819843342036
20250220_012026,GK,RFClf_started_next,"(100, 5, 2, 1)",,,,,0.9594959495949595,0.9209138840070299
20250220_012026,DEF,RandomForest,"(200, 10, 10, 2)",1.1247520712584016,3.9744889301790507,1.9936120310078014,0.25601487353100216,,
20250220_012026,DEF,XGBoost,"(6, 0.1, 100, 1.0)",1.1261921302495235,4.024069548630737,2.006008362054041,0.2467338707814165,,
20250220_012026,DEF,LinearRegression,default,1.1958297106750917,4.001791068467381,2.0004477170042163,0.25090418253043556,,
20250220_012026,DEF,SVM,"('rbf', 0.1, 0.01)",0.9570205134595389,4.704829874353337,2.169061980293172,0.11930225229531632,,
20250220_012026,DEF,FeedForward_Keras,"{'num_layers': 2, 'units_0': 160, 'dropout_0': 0.30000000000000004, 'learning_rate': 0.0005, 'units_1': 224, 'dropout_1': 0.30000000000000004, 'units_2': 32, 'dropout_2': 0.30000000000000004, 'units_3': 256, 'dropout_3': 0.30000000000000004, 'units_4': 160, 'dropout_4': 0.2}",1.1312164724282523,3.9987479328233415,1.9996869587071227,0.25147382750788194,,
20250220_012026,DEF,LSTM,"1-layer LSTM(64), epochs=20",1.1279880341311723,3.953010035697277,1.9882178038880138,0.26003551072691866,,
20250220_012026,DEF,RFClf_played_next,"(100, None, 2, 2)",,,,,0.8455355838082712,0.8074330479140098
20250220_012026,DEF,RFClf_started_next,"(100, None, 10, 4)",,,,,0.8639485605728482,0.8005142489822156
20250220_012026,MID,RandomForest,"(200, 10, 10, 4)",1.020591325264261,4.179794034912251,2.0444544589968863,0.2983736745442034,,
20250220_012026,MID,XGBoost,"(6, 0.1, 50, 0.8)",1.019512620132205,4.176016739922187,2.043530459749056,0.29900773679270287,,
20250220_012026,MID,LinearRegression,default,1.1024068511552838,16.009927105169456,4.001240695730445,-1.6874497240271373,,
20250220_012026,MID,SVM,"('linear', 1.0, 0.01)",0.892795351587963,4.767901219519576,2.1835524311359173,0.19965314442629933,,
20250220_012026,MID,FeedForward_Keras,"{'num_layers': 6, 'units_0': 96, 'dropout_0': 0.2, 'learning_rate': 0.001, 'units_1': 96, 'dropout_1': 0.4, 'units_2': 256, 'dropout_2': 0.0, 'units_3': 128, 'dropout_3': 0.0, 'units_4': 96, 'dropout_4': 0.1, 'units_5': 160, 'dropout_5': 0.30000000000000004}",1.0767064278773393,4.228921220838514,2.0564341032083946,0.29012711343293296,,
20250220_012026,MID,LSTM,"1-layer LSTM(64), epochs=20",1.0540153149243965,4.226899345185873,2.055942446953677,0.2904665084301128,,
20250220_012026,MID,RFClf_played_next,"(200, 20, 5, 4)",,,,,0.854639299003721,0.839155266303626
20250220_012026,MID,RFClf_started_next,"(200, 20, 10, 1)",,,,,0.8678429960388909,0.7777104784978801
20250220_012026,FWD,RandomForest,"(200, 10, 2, 1)",1.1503282059819961,4.874891815716347,2.207915717530075,0.31936646333797003,,
20250220_012026,FWD,XGBoost,"(3, 0.1, 100, 1.0)",1.1585696609623979,4.981250948926731,2.231871624651994,0.30451657625741857,,
20250220_012026,FWD,LinearRegression,default,1.2064894038075482,4.97006102746795,2.2293633681990808,0.3060789157113746,,
20250220_012026,FWD,SVM,"('linear', 0.1, 0.01)",0.9773959768778289,6.059699903688997,2.461645771366993,0.1539432806977411,,
20250220_012026,FWD,FeedForward_Keras,"{'num_layers': 2, 'units_0': 64, 'dropout_0': 0.0, 'learning_rate': 0.0001, 'units_1': 224, 'dropout_1': 0.1, 'units_2': 192, 'dropout_2': 0.4, 'units_3': 224, 'dropout_3': 0.30000000000000004, 'units_4': 128, 'dropout_4': 0.0, 'units_5': 32, 'dropout_5': 0.4}",1.1855078130821795,5.083081581612548,2.254569045652084,0.2902989594803589,,
20250220_012026,FWD,LSTM,"1-layer LSTM(64), epochs=20",1.1779158122898212,5.050955828225723,2.2474331643512167,0.29478436468978597,,
20250220_012026,FWD,RFClf_played_next,"(100, 20, 2, 1)",,,,,0.8542070569988368,0.8316920322291853
20250220_012026,FWD,RFClf_started_next,"(50, None, 2, 2)",,,,,0.8821248545948042,0.7587301587301587
