timestamp,position,algorithm,params,mae,mse,rmse,r2,acc,f1
20250324_200133,GK,GradientBoosting,"{'n_estimators': 450, 'max_depth': 3, 'learning_rate': 0.02058297422395844, 'subsample': 0.6896468614640732, 'min_samples_split': 17, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.7271265002731605,2.799365991931327,1.6731305961972387,0.42214020923104345,,
20250324_200133,GK,RandomForest,"{'n_estimators': 300, 'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'criterion': 'squared_error'}",0.728594989041374,2.7912708243471704,1.670709676858062,0.42381125612519865,,
20250324_200133,GK,XGBoost,"{'max_depth': 6, 'learning_rate': 0.006007908073838067, 'n_estimators': 450, 'min_child_weight': 1, 'subsample': 0.6745187566345011, 'colsample_bytree': 0.6118740547455694, 'gamma': 2.044106638289641, 'reg_alpha': 0.0023181023985189625, 'reg_lambda': 1.3294132719048961e-08}",0.7611266054333758,2.8295614895025527,1.682130045359916,0.4159070964623073,,
20250324_200133,GK,Ridge,"{'alpha': 92.51970923888713, 'fit_intercept': True, 'solver': 'sag'}",0.7853973860489619,2.8499336844560283,1.6881746605301327,0.41170176127310676,,
20250324_200133,GK,DeepLearning,"{'n_layers': 2, 'units_first': 96, 'dropout_first': 0.17336180394137352, 'l2_reg': 8.17949947521167e-05, 'learning_rate': 0.0011207606211860567, 'activation': 'relu', 'batch_norm': True, 'units_layer_1': 32, 'dropout_layer_1': 0.20990855298810754}",0.7339481293826517,2.9246149348717974,1.7101505591239028,0.3962856663916202,,
20250324_200133,GK,RFClf_played_next,"(300, 20, 5, 1, 'balanced')",,,,,0.959045904590459,0.9210754553339116
20250324_200133,GK,RFClf_started_next,"(100, 10, 2, 4, 'balanced')",,,,,0.9581458145814582,0.918918918918919
20250324_200133,DEF,GradientBoosting,"{'n_estimators': 650, 'max_depth': 9, 'learning_rate': 0.02353706145714417, 'subsample': 0.9488418969852439, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_features': 'sqrt'}",1.1228669957354451,4.006985762368063,2.001745678743447,0.24993178706863906,,
20250324_200133,DEF,RandomForest,"{'n_estimators': 400, 'max_depth': 15, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'criterion': 'squared_error'}",1.127264078060384,3.954844952096277,1.9886791978839315,0.2596920324752109,,
20250324_200133,DEF,XGBoost,"{'max_depth': 6, 'learning_rate': 0.022730489679541083, 'n_estimators': 400, 'min_child_weight': 5, 'subsample': 0.9367472983003206, 'colsample_bytree': 0.7610564654790604, 'gamma': 3.3635677864436917, 'reg_alpha': 0.39177985566596757, 'reg_lambda': 0.08007160367502995}",1.1184288745295943,3.943922369957814,1.9859311090664282,0.26173663211969567,,
20250324_200133,DEF,Ridge,"{'alpha': 0.0002197942756449622, 'fit_intercept': True, 'solver': 'saga'}",1.195726581045457,4.002074747162168,2.000518619548983,0.250851080676757,,
20250324_200133,DEF,DeepLearning,"{'n_layers': 2, 'units_first': 192, 'dropout_first': 0.27606099749584057, 'l2_reg': 2.32335035153901e-05, 'learning_rate': 0.0009780337016659412, 'activation': 'leaky_relu', 'batch_norm': False, 'units_layer_1': 64, 'dropout_layer_1': 0.2560204063533433}",1.1458136251311404,4.078306795494146,2.0194818136081705,0.23658119312250947,,
20250324_200133,DEF,RFClf_played_next,"(300, None, 10, 2, 'balanced')",,,,,0.8472892006429928,0.8127575703278982
20250324_200133,DEF,RFClf_started_next,"(100, 10, 10, 2, 'balanced')",,,,,0.8551804763992401,0.7995955510616785
20250324_200133,MID,GradientBoosting,"{'n_estimators': 750, 'max_depth': 8, 'learning_rate': 0.00505623247819856, 'subsample': 0.6208921243750476, 'min_samples_split': 13, 'min_samples_leaf': 10, 'max_features': None}",1.024394025788967,4.160295127886601,2.0396801533295856,0.301646789528468,,
20250324_200133,MID,RandomForest,"{'n_estimators': 450, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'criterion': 'squared_error'}",1.0219106628645669,4.167145333143345,2.0413586978146063,0.30049690407890717,,
20250324_200133,MID,XGBoost,"{'max_depth': 7, 'learning_rate': 0.006281373354249092, 'n_estimators': 700, 'min_child_weight': 9, 'subsample': 0.6319934735635497, 'colsample_bytree': 0.6118624312445323, 'gamma': 0.31575970282693433, 'reg_alpha': 0.0009558292568848171, 'reg_lambda': 0.17291038514588333}",1.020654811993261,4.147114345281399,2.0364464994890974,0.30385933492871375,,
20250324_200133,MID,Ridge,"{'alpha': 78.65279945892532, 'fit_intercept': True, 'solver': 'sag'}",1.0641222826066312,4.197300686853149,2.0487314823697975,0.29543498240537336,,
