timestamp,position,algorithm,params,mae,mse,rmse,r2,acc,f1
20250324_200133,MID,DeepLearning,"{'n_layers': 4, 'units_first': 64, 'dropout_first': 0.13136280066591108, 'l2_reg': 1.0113946239851132e-05, 'learning_rate': 0.00039944502788511794, 'activation': 'relu', 'batch_norm': True, 'units_layer_1': 32, 'dropout_layer_1': 0.3263224716842508, 'units_layer_2': 32, 'dropout_layer_2': 0.10394209471534255, 'units_layer_3': 32, 'dropout_layer_3': 0.3985141572456664}",1.0102771085688882,4.241218309959942,2.059421838759593,0.2880629061102745,,
20250324_200133,MID,RFClf_played_next,"(200, 10, 2, 2, 'balanced')",,,,,0.8547593326131316,0.8419127253723543
20250324_200133,MID,RFClf_started_next,"(300, 10, 2, 1, 'balanced')",,,,,0.8552394670507742,0.7787967718268526
20250324_200133,FWD,GradientBoosting,"{'n_estimators': 750, 'max_depth': 3, 'learning_rate': 0.006046447668623182, 'subsample': 0.8243143676957534, 'min_samples_split': 14, 'min_samples_leaf': 10, 'max_features': None}",1.1536777760674033,4.85104900590613,2.202509706200209,0.3226954020259567,,
20250324_200133,FWD,RandomForest,"{'n_estimators': 400, 'max_depth': 9, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'criterion': 'squared_error'}",1.1574816641564396,4.884890507378759,2.2101788405870595,0.31797044366708405,,
20250324_200133,FWD,XGBoost,"{'max_depth': 5, 'learning_rate': 0.01623016766128306, 'n_estimators': 200, 'min_child_weight': 3, 'subsample': 0.6292732982250135, 'colsample_bytree': 0.6309232747583218, 'gamma': 4.407300411316112, 'reg_alpha': 3.699916169568638e-08, 'reg_lambda': 9.318380460777901e-08}",1.165945851092724,4.8978730987162695,2.2131138919441695,0.3161578112249446,,
20250324_200133,FWD,Ridge,"{'alpha': 0.004012010587776589, 'fit_intercept': True, 'solver': 'lsqr'}",1.2067321695828142,4.972600425746924,2.2299328298733405,0.3057243643291184,,
20250324_200133,FWD,DeepLearning,"{'n_layers': 2, 'units_first': 96, 'dropout_first': 0.17336180394137352, 'l2_reg': 8.17949947521167e-05, 'learning_rate': 0.0011207606211860567, 'activation': 'relu', 'batch_norm': True, 'units_layer_1': 32, 'dropout_layer_1': 0.20990855298810754}",1.1237115691906725,5.091256679977579,2.256381324151035,0.2891575503326088,,
20250324_200133,FWD,RFClf_played_next,"(300, 5, 10, 4, 'balanced')",,,,,0.8503295851105079,0.8295053003533569
20250324_200133,FWD,RFClf_started_next,"(200, None, 2, 4, 'balanced')",,,,,0.8774718883288096,0.7693430656934307
