timestamp,position,algorithm,params,mae,mse,rmse,r2,acc,f1
20250308_202804,GK,GradientBoosting,"(200, 3, 0.1, 1.0, 2)",0.7376315644144101,2.8850724939332046,1.6985501152256899,0.40444822416832027,,
20250308_202804,GK,RandomForest,"(100, 5, 10, 1)",0.7333909608799464,2.8239455604310875,1.680459925267808,0.4170663659567443,,
20250308_202804,GK,XGBoost,"(3, 0.1, 100, 0.85, 0.7)",0.729674365686814,2.8227122463767427,1.6800929278991512,0.4173209531037805,,
20250308_202804,GK,Ridge,{'alpha': 100.0},0.7853526390355179,2.8496823054659663,1.6881002059907364,0.41175365224092586,,
20250308_202804,GK,SVM,"('linear', 0.1, 0.1)",0.6652466142391823,3.179458520923265,1.7831036203550439,0.3436795185213619,,
20250308_202804,GK,DeepLearning,Regularized Feedforward NN,0.7151114090147129,2.906089817658765,1.7047257309194241,0.40010971811888574,,
20250308_202804,GK,LSTM,"Bidirectional LSTM, sequence_lengths=[3, 10]",0.7557166442660653,2.8970303723252893,1.7020665005590379,0.40197981627681656,,
20250308_202804,GK,RFClf_played_next,"(100, 20, 2, 1, 'balanced')",,,,,0.959045904590459,0.9205240174672489
20250308_202804,GK,RFClf_started_next,"(100, 10, 2, 4, 'balanced')",,,,,0.9581458145814582,0.918918918918919
20250308_202804,DEF,GradientBoosting,"(200, 7, 0.05, 0.85, 10)",1.127504950445021,4.017034549970926,2.0042541131231153,0.24805075314279046,,
20250308_202804,DEF,RandomForest,"(100, None, 5, 4)",1.1362263322674475,4.000720166250154,2.000180033459527,0.2511046448629558,,
20250308_202804,DEF,XGBoost,"(7, 0.05, 200, 1.0, 0.85)",1.122712523629783,4.010173141124611,2.002541670259226,0.24933514120323264,,
20250308_202804,DEF,Ridge,{'alpha': 100.0},1.1951811382008108,4.001763527333178,2.0004408332498063,0.25090933795911396,,
20250308_202804,DEF,SVM,"('rbf', 1.0, 0.01)",0.9567359626556023,4.541830778853014,2.1311571455087526,0.14981407527696378,,
20250308_202804,DEF,DeepLearning,Regularized Feedforward NN,1.1258012512945108,4.04501025271659,2.011221084992048,0.24281397751932576,,
20250308_202804,DEF,LSTM,"Bidirectional LSTM, sequence_lengths=[3, 10]",1.1047615236237298,4.060473644901326,2.015061697542119,0.23991938302118931,,
20250308_202804,DEF,RFClf_played_next,"(100, 20, 2, 4, 'balanced')",,,,,0.8465585269618588,0.8122317596566524
20250308_202804,DEF,RFClf_started_next,"(100, None, 2, 2, 'balanced')",,,,,0.8613181353207657,0.798812804748781
20250308_202804,MID,GradientBoosting,"(100, 3, 0.1, 1.0, 5)",1.018745334761857,4.172794809533331,2.0427419831034292,0.29954857472890883,,
20250308_202804,MID,RandomForest,"(300, 10, 5, 4)",1.0195958884435454,4.181449256895952,2.0448592266696384,0.29809582656687794,,
20250308_202804,MID,XGBoost,"(3, 0.1, 200, 0.85, 0.85)",1.0186559061875804,4.183338987800726,2.045321243179351,0.2977786135798881,,
20250308_202804,MID,Ridge,{'alpha': 0.001},1.0631556658592822,4.196201007897677,2.0484630843385188,0.29561957611938516,,
20250308_202804,MID,SVM,"('linear', 1.0, 0.01)",0.892795351587963,4.767901219519576,2.1835524311359173,0.19965314442629933,,
20250308_202804,MID,DeepLearning,Regularized Feedforward NN,1.0048812225330435,4.27080488675101,2.0665925787999457,0.2830964601602245,,
20250308_202804,MID,LSTM,"Bidirectional LSTM, sequence_lengths=[3, 10]",1.0344347823806963,4.292117068257259,2.0717425197782804,0.2795189662758901,,
20250308_202804,MID,RFClf_played_next,"(200, None, 5, 4, 'balanced')",,,,,0.8540391309566678,0.8400420941857406
20250308_202804,MID,RFClf_started_next,"(300, 10, 10, 4, 'balanced')",,,,,0.854639299003721,0.7788935548658025
20250308_202804,FWD,GradientBoosting,"(100, 3, 0.05, 0.7, 5)",1.156030977733224,4.869158550486493,2.2066169922500127,0.3201669431716836,,
20250308_202804,FWD,RandomForest,"(100, 10, 10, 4)",1.1513789809609207,4.884998896020165,2.2102033607838365,0.317955310419594,,
20250308_202804,FWD,XGBoost,"(5, 0.1, 100, 0.7, 1.0)",1.1604544447732514,5.048369243083509,2.246857637475839,0.2951455043129354,,
20250308_202804,FWD,Ridge,{'alpha': 1.0},1.2064972177565312,4.9712696583376115,2.2296344225764035,0.30591016638637736,,
20250308_202804,FWD,SVM,"('linear', 10.0, 0.01)",0.9771818184686326,6.059361783821234,2.4615770928047804,0.15399048907284174,,
20250308_202804,FWD,DeepLearning,Regularized Feedforward NN,1.1249569153522234,5.102726575144257,2.258921551347956,0.2875561208840064,,
20250308_202804,FWD,LSTM,"Bidirectional LSTM, sequence_lengths=[3, 10]",1.1645107318153558,5.057723432893722,2.2489382901479806,0.29383947014155,,
20250308_202804,FWD,RFClf_played_next,"(300, None, 2, 4, 'balanced')",,,,,0.8538193098100039,0.8328159645232815
20250308_202804,FWD,RFClf_started_next,"(100, 10, 10, 4, 'balanced')",,,,,0.866614967041489,0.7591036414565826
